route,route_label,member,replicate_id,upstream_seed,downstream_seed,lead_min,threshold_mm,csi,pod,far,frequency_bias,hit,miss,false_alarm,correct_negative
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,150,5,0.2198642503355121,0.2901002586086093,0.5240762414311988,0.6095519573996458,22772,55725,25076,4304999
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,150,10,0.0632817271689194,0.0703489401901163,0.6135257865715212,0.1820275137273425,2383,31491,3783,4370915
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,150,20,0.0001079330814894,0.0001079563856202,0.6666666666666666,0.0003238691568606,1,9262,2,4399307
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,160,1,0.3959225843227019,0.5672775069549016,0.4327659248672927,1.000076567724152,133359,101727,101745,4071733
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,160,5,0.2030810435854946,0.2685325553842822,0.5454957091724525,0.5908251270749201,21079,57418,25299,4304768
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,160,10,0.0547476248606761,0.060902166853634,0.6486118208141713,0.1733187695577729,2063,31811,3808,4370882
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,160,20,0,0,1,0.0002159127712404,0,9263,2,4399299
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,170,1,0.3827990022937808,0.5522957555958246,0.4449726198974902,0.9950783968420068,129837,105249,104092,4069378
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,170,5,0.1886450573786994,0.2506720002038294,0.5674148657858289,0.579474374816872,19677,58820,25810,4304249
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,170,10,0.0483366052952724,0.0537875656845958,0.6770648706132577,0.1665584223888528,1822,32052,3820,4370862
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,170,20,0,0,1,0.0001079563856202,0,9263,1,4399292
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,180,1,0.3705633010095798,0.5377223654322248,0.4561961997272614,0.9888168585113531,126411,108675,106046,4067416
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,180,5,0.1763530884728235,0.2350663082665579,0.5861481182433947,0.5679962291552544,18452,60045,26134,4303917
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,180,10,0.0436097405697915,0.0485327980161775,0.6993416239941478,0.1614217393871405,1644,32230,3824,4370850
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,180,20,0,0,1,0.0001079563856202,0,9263,1,4399284
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,60,1,0.5792878971889712,0.8055094731289826,0.3265118131799736,1.19602613511651,189364,45722,91805,4081763
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,60,5,0.4713524683882005,0.7089952482260469,0.4155833245825895,1.21316738219295,55654,22843,39576,4290581
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,60,10,0.3839891176351159,0.558333825352778,0.4484880296270376,1.012369368837456,18913,14961,15380,4359400
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,60,20,0.102548036758563,0.1060131706790456,0.2416988416988417,0.1398035193781712,982,8281,313,4399078
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,70,1,0.5654010376015793,0.7857762691100278,0.3315638637399857,1.175544268905847,184725,50361,91629,4081929
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,70,5,0.4500908065862748,0.6661655859459598,0.4188227971903618,1.146234887957502,52292,26205,37684,4292463
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,70,10,0.3480065059638002,0.4926787506642262,0.4576386857755679,0.9083958198027986,16689,17185,14082,4360688
exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,70,20,0.0697527617043661,0.0715750836661988,0.2674033149171271,0.0977005289862895,663,8600,242,4399139
