route,route_label,lead_min,threshold_mm,member_count,csi_mean,csi_sd,pod_mean,pod_sd,far_mean,far_sd,frequency_bias_mean,frequency_bias_sd
direct_r2p,Direct R2P,140,20,3,0.0445131099613308,0.0150656306645021,0.0499478210802835,0.0184716919625611,0.691550004971126,0.0033545166380738,0.162366403972795,0.0613510545022405
direct_r2p,Direct R2P,150,1,3,0.4552714269590197,0.0017028127403416,0.7065811376829472,0.0237279892536989,0.4380909912283568,0.0120519656981726,1.258465696241659,0.0699619563379718
direct_r2p,Direct R2P,150,5,3,0.3140845615175318,0.0107229966699676,0.4527179382651566,0.0342861944931562,0.4916469463341911,0.0174647102229282,0.8927474935347847,0.0963641472197893
direct_r2p,Direct R2P,150,10,3,0.1749351560302794,0.0177735279796006,0.2344275845781425,0.0311957447205296,0.5896283321988657,0.0098520646015837,0.5715691484127453,0.0774390021276964
direct_r2p,Direct R2P,150,20,3,0.0318545095206335,0.0110824391824228,0.0351577962503148,0.0132598980684604,0.7287614542402236,0.0057085032482995,0.1301954010579726,0.0506048364452973
direct_r2p,Direct R2P,160,1,3,0.4421007746694665,0.0015328607714667,0.7011419934265191,0.0244966591365949,0.4547266617865781,0.0121905481450538,1.286965904676019,0.074625035015553
direct_r2p,Direct R2P,160,5,3,0.2972337678741715,0.0117286962969728,0.4314644721029678,0.0358783462483129,0.5091680470936149,0.0171475000767529,0.8813924948299512,0.101810369531578
direct_r2p,Direct R2P,160,10,3,0.1569700261209916,0.0166107633420393,0.2092853909586507,0.0293802258378333,0.6114218561477417,0.0101471777210085,0.5392041093464014,0.0796528836765077
direct_r2p,Direct R2P,160,20,3,0.0242115886664864,0.0085057660048823,0.0263413580913311,0.0100073880817508,0.7499398879138925,0.0135754073677395,0.1065169671452733,0.0433450377917898
direct_r2p,Direct R2P,170,1,3,0.429501520308139,0.0011445027395089,0.6958942684804711,0.0262529188881596,0.470671098039889,0.0130023381957003,1.316033281437431,0.0830923035954192
direct_r2p,Direct R2P,170,5,3,0.2819277198280183,0.0129295488275833,0.4107163331082716,0.0373207297873704,0.5241556361126753,0.0162440283279004,0.8655022909580409,0.1056411650918477
direct_r2p,Direct R2P,170,10,3,0.1408591600105779,0.0168295818630129,0.1862392001731908,0.0290645043994479,0.6303682526297268,0.0101215136283927,0.5044084942236916,0.0815338620953019
direct_r2p,Direct R2P,170,20,3,0.0182019230011645,0.0080735573396957,0.0195760912591313,0.0092442021933093,0.771595651011336,0.0240841698950252,0.0862931375724207,0.0396531215966882
direct_r2p,Direct R2P,180,1,3,0.4184516106918495,0.0011684041062262,0.6913810265179551,0.0252246151553223,0.4849087651725481,0.0121743730865289,1.343533855695362,0.0816626351081921
direct_r2p,Direct R2P,180,5,3,0.2678998554066794,0.013819624300332,0.3916667728278362,0.038001446590604,0.5387019680276031,0.0149696223261506,0.8513318980343199,0.1075107244915211
direct_r2p,Direct R2P,180,10,3,0.126683035486575,0.0164390038787547,0.1658203932219401,0.0277757784380559,0.6469908841800748,0.0095268410638833,0.4702820255456495,0.081349485572559
direct_r2p,Direct R2P,180,20,3,0.0129915824021065,0.0066283876357155,0.0137824318975134,0.0073682375146436,0.7957501979661631,0.0180717957688829,0.0665731044657958,0.0313932887727889
